PLAYER,TEAM,POS,AGE,GP,GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Int,Rushing_Att,Rushing_Yds,Y/A,Rushing_TD,Tgt,Rec,Reception_Yds,Y/R,Rec_TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
Ryan Mathews,SDG,RB,25.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,184.0,707.0,3.84,1.0,56.0,39.0,252.0,6.46,0.0,,,98.0,137.0,144.9,117.4,,31.0,
Donnie Avery,IND,WR,28.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,2.25,0.0,124.0,60.0,781.0,13.02,3.0,,,97.0,157.0,160.0,127.0,,45.0,
Andre Brown,NYG,RB,26.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,73.0,385.0,5.27,8.0,17.0,12.0,86.0,7.17,0.0,1.0,,97.0,109.0,112.1,103.1,,32.0,
Dwayne Bowe,KAN,WR,28.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,114.0,59.0,801.0,13.58,3.0,,,96.0,155.0,159.1,125.6,,46.0,
Brandon LaFell,CAR,WR,26.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,11.67,0.0,76.0,44.0,677.0,15.39,4.0,,,95.0,139.0,142.2,117.2,,47.0,
Pierre Thomas,NOR,RB,28.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,105.0,473.0,4.5,1.0,53.0,39.0,354.0,9.08,1.0,,,95.0,134.0,139.7,114.2,,33.0,
Blaine Gabbert,JAX,QB,23.0,10.0,10.0,162.0,278.0,1662.0,9.0,6.0,18.0,56.0,3.11,0.0,0.0,0.0,0.0,,0.0,,2.0,94.0,94.0,106.1,100.1,,32.0,
Martellus Bennett,NYG,TE,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,89.0,55.0,626.0,11.38,5.0,,,93.0,148.0,150.6,120.1,,13.0,
Mark Ingram,NOR,RB,23.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,156.0,602.0,3.86,5.0,10.0,6.0,29.0,4.83,0.0,,,93.0,99.0,102.1,96.1,,34.0,
Darrius Heyward-Bey,OAK,WR,25.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,8.0,0.0,80.0,41.0,606.0,14.78,5.0,,,92.0,133.0,136.2,112.7,,48.0,
Felix Jones,DAL,RB,25.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,111.0,402.0,3.62,3.0,36.0,25.0,262.0,10.48,2.0,,,92.0,117.0,125.4,104.9,,35.0,
Scott Chandler,BUF,TE,27.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,74.0,43.0,571.0,13.28,6.0,,,91.0,134.0,138.1,112.6,,14.0,
Chris Givens,STL,WR,23.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,4.0,0.0,80.0,42.0,698.0,16.62,3.0,1.0,,91.0,133.0,136.0,112.0,,50.0,
Jeremy Kerley,NYJ,WR,24.0,16.0,7.0,1.0,1.0,42.0,0.0,0.0,5.0,8.0,1.6,0.0,95.0,56.0,827.0,14.77,2.0,,,91.0,147.0,159.2,125.2,,49.0,
Knowshon Moreno,DEN,RB,25.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,138.0,525.0,3.8,4.0,26.0,21.0,167.0,7.95,0.0,,,91.0,112.0,119.2,101.7,,36.0,
Greg Little,CLE,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,7.5,0.0,94.0,53.0,647.0,12.21,4.0,,,90.0,143.0,146.2,116.7,,51.0,
Pierre Garcon,WAS,WR,26.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.5,0.0,68.0,44.0,633.0,14.39,4.0,,,88.0,132.0,141.2,116.2,,52.0,
Jacquizz Rodgers,ATL,RB,22.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,362.0,3.85,1.0,59.0,53.0,402.0,7.58,1.0,,,88.0,141.0,147.4,114.9,,37.0,
Hakeem Nicks,NYG,WR,24.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,53.0,692.0,13.06,3.0,,,87.0,140.0,143.2,113.7,,53.0,
Mike Tolbert,CAR,RB,27.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,54.0,183.0,3.39,7.0,39.0,27.0,268.0,9.93,0.0,,,87.0,114.0,120.1,100.6,,38.0,
Nick Foles,PHI,QB,23.0,7.0,6.0,161.0,265.0,1699.0,6.0,5.0,11.0,42.0,3.82,1.0,0.0,0.0,0.0,,0.0,,,86.0,86.0,97.2,91.2,,33.0,
Vernon Davis,SFO,TE,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,61.0,41.0,548.0,13.37,5.0,,,85.0,126.0,128.8,105.3,,15.0,
Kevin Kolb,ARI,QB,28.0,6.0,5.0,109.0,183.0,1169.0,8.0,3.0,16.0,100.0,6.25,1.0,0.0,0.0,0.0,,0.0,,,85.0,85.0,95.8,87.8,,34.0,
Kendall Wright,TEN,WR,23.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,104.0,64.0,626.0,9.78,4.0,,,85.0,149.0,153.0,117.0,,54.0,
Davone Bess,MIA,WR,27.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,104.0,61.0,778.0,12.75,1.0,,,84.0,145.0,147.8,114.3,,56.0,
Brandon Stokley,DEN,WR,36.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,58.0,45.0,544.0,12.09,5.0,,,84.0,129.0,132.4,106.9,,55.0,
Danny Amendola,STL,WR,27.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,0.0,101.0,63.0,666.0,10.57,3.0,1.0,,83.0,146.0,151.4,114.9,,57.0,
Kenny Britt,TEN,WR,24.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,90.0,45.0,589.0,13.09,4.0,1.0,,83.0,128.0,131.9,105.4,,58.0,
Marcel Reece,OAK,RB,27.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,59.0,271.0,4.59,0.0,73.0,52.0,496.0,9.54,1.0,,,83.0,135.0,140.7,108.7,,39.0,
Bilal Powell,NYJ,RB,24.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,110.0,437.0,3.97,4.0,36.0,17.0,140.0,8.24,0.0,,,82.0,99.0,104.7,90.2,,40.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Dwyer,PIT,RB,23.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,156.0,623.0,3.99,2.0,25.0,18.0,106.0,5.89,0.0,,,81.0,99.0,106.9,89.9,,42.0,
DeSean Jackson,PHI,WR,26.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,-7.0,-2.33,0.0,87.0,45.0,700.0,15.56,2.0,,,81.0,126.0,129.3,103.8,,59.0,
Fred Jackson,BUF,RB,31.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,115.0,437.0,3.8,3.0,42.0,34.0,217.0,6.38,1.0,,,81.0,115.0,125.4,98.4,,41.0,
Bryce Brown,PHI,RB,21.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,115.0,564.0,4.9,4.0,19.0,13.0,56.0,4.31,0.0,,,80.0,93.0,99.0,86.5,,43.0,
Andrew Hawkins,CIN,WR,26.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,5.0,0.0,80.0,51.0,533.0,10.45,4.0,,,80.0,131.0,134.3,105.8,,60.0,
Aaron Hernandez,NWE,TE,23.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,83.0,51.0,483.0,9.47,5.0,,,79.0,130.0,132.8,104.3,,16.0,
Matt Cassel,KAN,QB,30.0,9.0,8.0,161.0,277.0,1796.0,6.0,12.0,27.0,145.0,5.37,1.0,0.0,0.0,0.0,,0.0,,,78.0,78.0,103.3,90.3,,35.0,
Lance Kendricks,STL,TE,24.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,64.0,42.0,519.0,12.36,4.0,1.0,,78.0,120.0,122.9,98.9,,18.0,
Marcedes Lewis,JAX,TE,28.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,77.0,52.0,540.0,10.38,4.0,,,78.0,130.0,133.0,104.0,,17.0,
Michael Bush,CHI,RB,28.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,114.0,411.0,3.61,5.0,11.0,9.0,83.0,9.22,0.0,,,77.0,86.0,90.4,81.9,,44.0,
Jermichael Finley,GNB,TE,25.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,87.0,61.0,667.0,10.93,2.0,,,77.0,138.0,141.7,107.2,,19.0,
Matt Hasselbeck,TEN,QB,37.0,8.0,5.0,138.0,221.0,1367.0,7.0,5.0,13.0,38.0,2.92,0.0,0.0,0.0,0.0,,0.0,,1.0,76.0,76.0,85.5,81.5,,36.0,
Rod Streater,OAK,WR,24.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,74.0,39.0,584.0,14.97,3.0,1.0,,76.0,115.0,119.4,95.9,,61.0,
Jared Cook,TEN,TE,25.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,73.0,44.0,523.0,11.89,4.0,,,74.0,118.0,122.3,96.3,,20.0,
Leonard Hankerson,WAS,WR,24.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.5,0.0,57.0,38.0,543.0,14.29,3.0,,,73.0,111.0,113.8,91.8,,62.0,
Brent Celek,PHI,TE,27.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,88.0,57.0,684.0,12.0,1.0,,,72.0,129.0,133.4,100.9,,21.0,
Dwayne Allen,IND,TE,22.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.67,0.0,66.0,45.0,521.0,11.58,3.0,,,71.0,116.0,118.6,93.1,,23.0,
Brandon Pettigrew,DET,TE,27.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,102.0,59.0,567.0,9.61,3.0,,,71.0,130.0,134.7,100.2,,22.0,
Isaac Redman,PIT,RB,28.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,110.0,410.0,3.73,2.0,23.0,19.0,244.0,12.84,0.0,,,71.0,90.0,99.4,80.9,,45.0,
LaRod Stephens-Howling,ARI,RB,25.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,110.0,356.0,3.24,4.0,30.0,17.0,106.0,6.24,0.0,,,70.0,87.0,93.2,78.7,,46.0,
Domenik Hixon,NYG,WR,28.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,59.0,39.0,567.0,14.54,2.0,,,69.0,108.0,110.7,88.2,,63.0,
Kevin Ogletree,DAL,WR,25.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.5,0.0,55.0,32.0,436.0,13.63,4.0,,,69.0,101.0,103.5,84.5,,64.0,
Dallas Clark,TAM,TE,33.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,75.0,47.0,435.0,9.26,4.0,,,68.0,115.0,117.5,91.0,,26.0,
Donald Jones,BUF,WR,25.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,67.0,41.0,443.0,10.8,4.0,,,68.0,109.0,112.3,88.8,,65.0,
Jacob Tamme,DEN,TE,27.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,85.0,52.0,555.0,10.67,2.0,,,68.0,120.0,122.5,93.5,,25.0,
Daniel Thomas,MIA,RB,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,325.0,3.57,4.0,22.0,15.0,156.0,10.4,0.0,,,68.0,83.0,91.1,75.6,,47.0,
Ben Watson,CLE,TE,32.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,82.0,49.0,501.0,10.22,3.0,,,68.0,117.0,120.1,92.6,,24.0,
David Wilson,NYG,RB,21.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,71.0,358.0,5.04,4.0,9.0,4.0,34.0,8.5,1.0,,,67.0,71.0,81.2,75.2,,48.0,
Jackie Battle,SDG,RB,29.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,95.0,311.0,3.27,3.0,15.0,15.0,108.0,7.2,1.0,,,66.0,81.0,86.9,73.4,,49.0,
Joel Dreessen,DEN,TE,30.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,58.0,41.0,356.0,8.68,5.0,,,66.0,107.0,109.6,86.1,,27.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Floyd,ARI,WR,23.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,86.0,45.0,562.0,12.49,2.0,,,66.0,111.0,115.2,88.7,,66.0,
Josh Morgan,WAS,WR,27.0,16.0,15.0,0.0,1.0,0.0,0.0,0.0,3.0,25.0,8.33,0.0,73.0,48.0,510.0,10.63,2.0,,,66.0,114.0,122.5,95.5,,67.0,
Jason Avant,PHI,WR,29.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,76.0,53.0,648.0,12.23,0.0,,,65.0,118.0,120.8,91.3,,69.0,
Anthony Fasano,MIA,TE,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,69.0,41.0,332.0,8.1,5.0,1.0,,65.0,106.0,109.2,85.7,,28.0,
Emmanuel Sanders,PIT,WR,25.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,75.0,44.0,626.0,14.23,1.0,,,65.0,109.0,114.0,87.0,,68.0,
Bernard Pierce,BAL,RB,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,532.0,4.93,1.0,11.0,7.0,47.0,6.71,0.0,,,64.0,71.0,73.9,67.4,,50.0,
Kevin Walter,HOU,WR,31.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,68.0,41.0,518.0,12.63,2.0,,,64.0,105.0,107.8,84.3,,71.0,
Titus Young,DET,WR,23.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,8.0,0.0,56.0,33.0,383.0,11.61,4.0,,,64.0,97.0,99.9,80.4,,70.0,
Maurice Jones-Drew,JAX,RB,27.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,86.0,414.0,4.81,1.0,18.0,14.0,86.0,6.14,1.0,,,62.0,76.0,79.0,69.0,,51.0,
Daryl Richardson,STL,RB,22.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,475.0,4.85,0.0,36.0,24.0,163.0,6.79,0.0,1.0,,62.0,86.0,93.8,73.8,,53.0,
Shane Vereen,NWE,RB,23.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,251.0,4.05,3.0,13.0,8.0,149.0,18.63,1.0,,,62.0,70.0,77.0,66.0,,52.0,
Greg Jennings,GNB,WR,29.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,62.0,36.0,366.0,10.17,4.0,,,61.0,97.0,99.6,78.6,,73.0,
Randy Moss,SFO,WR,35.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,50.0,28.0,434.0,15.5,3.0,,,61.0,89.0,92.4,75.4,,72.0,
Jonathan Stewart,CAR,RB,25.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,93.0,336.0,3.61,1.0,23.0,17.0,157.0,9.24,1.0,,,61.0,78.0,84.3,69.8,,54.0,
Donald Brown,IND,RB,25.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,108.0,417.0,3.86,1.0,13.0,9.0,93.0,10.33,0.0,1.0,,59.0,68.0,71.0,63.5,,56.0,
Ronnie Brown,SDG,RB,31.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,220.0,4.78,0.0,59.0,49.0,371.0,7.57,0.0,,,59.0,108.0,114.1,83.6,,55.0,
Alex Green,GNB,RB,24.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,135.0,464.0,3.44,0.0,30.0,18.0,125.0,6.94,0.0,,,59.0,77.0,82.9,67.9,,57.0,
Zach Miller,SEA,TE,27.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,53.0,38.0,396.0,10.42,3.0,,,58.0,94.0,97.6,74.6,,29.0,
Michael Jenkins,MIN,WR,30.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,72.0,40.0,449.0,11.23,2.0,,,57.0,97.0,99.9,76.9,,74.0,
Joe Morgan,NOR,WR,24.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,21.0,10.0,379.0,37.9,3.0,,,56.0,66.0,69.0,61.0,,75.0,
Tony Scheffler,DET,TE,29.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,85.0,42.0,504.0,12.0,1.0,,,56.0,98.0,101.4,77.4,,30.0,
Doug Baldwin,SEA,WR,24.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,50.0,29.0,366.0,12.62,3.0,,,55.0,84.0,86.6,69.1,,79.0,
Alshon Jeffery,CHI,WR,22.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,48.0,24.0,367.0,15.29,3.0,,,55.0,79.0,81.7,66.7,,77.0,
Mario Manningham,SFO,WR,26.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,64.0,21.33,0.0,57.0,42.0,449.0,10.69,1.0,,,55.0,97.0,101.3,76.3,,76.0,
Tiquan Underwood,TAM,WR,25.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,55.0,28.0,425.0,15.18,2.0,,,55.0,83.0,85.6,68.6,,78.0,
Jeff Cumberland,NYJ,TE,25.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,53.0,29.0,359.0,12.38,3.0,,,54.0,83.0,85.9,68.4,,31.0,
Dexter McCluster,KAN,WR,23.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,70.0,5.83,0.0,77.0,52.0,452.0,8.69,1.0,,,54.0,106.0,111.2,80.2,,80.0,
Robert Turbin,SEA,RB,23.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,354.0,4.43,0.0,23.0,19.0,181.0,9.53,0.0,,,54.0,73.0,78.5,63.0,,59.0,
Beanie Wells,ARI,RB,24.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,88.0,234.0,2.66,5.0,1.0,1.0,24.0,24.0,0.0,,,54.0,55.0,58.8,54.3,,58.0,
Kendall Hunter,SFO,RB,24.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,371.0,5.15,2.0,12.0,9.0,60.0,6.67,0.0,,,53.0,62.0,66.1,57.6,,61.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashad Jennings,JAX,RB,27.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,101.0,283.0,2.8,2.0,26.0,19.0,130.0,6.84,0.0,1.0,,53.0,72.0,79.3,62.8,,60.0,
James Casey,HOU,TE,28.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,45.0,34.0,330.0,9.71,3.0,,,52.0,86.0,88.6,68.6,,32.0,
Tony Moeaki,KAN,TE,25.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,56.0,33.0,453.0,13.73,1.0,,,51.0,84.0,87.3,67.8,,33.0,
Earl Bennett,CHI,WR,25.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,49.0,29.0,375.0,12.93,2.0,,,50.0,79.0,81.5,64.0,,82.0,
Austin Pettis,STL,WR,24.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,48.0,30.0,261.0,8.7,4.0,,,50.0,80.0,83.1,65.1,,81.0,
Delanie Walker,SFO,TE,28.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39.0,21.0,344.0,16.38,3.0,,,50.0,71.0,75.4,60.9,,34.0,
Shaun Draughn,KAN,RB,25.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,233.0,3.95,2.0,30.0,24.0,158.0,6.58,0.0,,,49.0,73.0,80.1,61.1,,62.0,
Mike Goodson,OAK,RB,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,221.0,6.31,0.0,16.0,16.0,195.0,12.19,1.0,,,48.0,64.0,69.6,55.6,,63.0,
Rueben Randle,NYG,WR,21.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,32.0,19.0,298.0,15.68,3.0,,,48.0,67.0,69.8,57.3,,84.0,
Mohamed Sanu,CIN,WR,23.0,9.0,3.0,1.0,1.0,73.0,1.0,0.0,5.0,15.0,3.0,0.0,25.0,16.0,154.0,9.63,4.0,,,48.0,64.0,66.8,55.8,,83.0,
Justin Forsett,HOU,RB,27.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,374.0,5.94,1.0,5.0,3.0,38.0,12.67,0.0,,,47.0,50.0,53.2,48.7,,64.0,
Jacoby Jones,BAL,WR,28.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,55.0,30.0,406.0,13.53,1.0,,,47.0,77.0,98.2,80.2,,85.0,
Anthony McCoy,SEA,TE,25.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,28.0,18.0,291.0,16.17,3.0,,,47.0,65.0,68.1,56.1,,35.0,
Travis Benjamin,CLE,WR,23.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,66.0,11.0,0.0,37.0,18.0,298.0,16.56,2.0,,,46.0,64.0,74.4,61.4,,86.0,
Harry Douglas,ATL,WR,28.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,59.0,38.0,395.0,10.39,1.0,,,46.0,84.0,86.9,64.9,,87.0,
Julian Edelman,NWE,WR,26.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,11.25,0.0,32.0,21.0,235.0,11.19,3.0,,,44.0,65.0,81.0,66.5,,89.0,
Garrett Graham,HOU,RB,26.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39.0,28.0,263.0,9.39,3.0,,,44.0,72.0,75.3,58.3,,65.0,
Dustin Keller,NYJ,TE,28.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,36.0,28.0,317.0,11.32,2.0,,,44.0,72.0,74.7,57.7,,36.0,
Brady Quinn,KAN,QB,28.0,10.0,8.0,112.0,197.0,1141.0,2.0,8.0,19.0,66.0,3.47,0.0,1.0,0.0,0.0,,0.0,,,44.0,44.0,55.2,52.2,,37.0,
Jarius Wright,MIN,WR,23.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,5.5,0.0,36.0,22.0,310.0,14.09,2.0,,,44.0,66.0,69.1,55.1,,88.0,
Ryan Broyles,DET,WR,24.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,32.0,22.0,310.0,14.09,2.0,,,43.0,65.0,68.0,54.0,,92.0,
Nate Burleson,DET,WR,31.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,48.0,6.0,0.0,43.0,27.0,240.0,8.89,2.0,1.0,,43.0,70.0,72.8,56.3,,93.0,
Riley Cooper,PHI,WR,25.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,47.0,23.0,248.0,10.78,3.0,,,43.0,66.0,68.8,54.3,,94.0,
Ronnie Hillman,DEN,RB,21.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,330.0,3.88,1.0,12.0,10.0,62.0,6.2,0.0,,,43.0,53.0,57.2,48.2,,66.0,
Stephen Hill,NYJ,WR,21.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,47.0,21.0,252.0,12.0,3.0,,,43.0,64.0,67.2,53.7,,90.0,
Aldrick Robinson,WAS,WR,24.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,0.0,19.0,11.0,237.0,21.55,3.0,,,43.0,54.0,57.1,48.6,,91.0,
Brad Smith,BUF,WR,29.0,15.0,2.0,0.0,1.0,0.0,0.0,1.0,14.0,116.0,8.29,1.0,22.0,14.0,152.0,10.86,2.0,,,43.0,57.0,69.8,56.8,,95.0,
Ben Tate,HOU,RB,24.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,279.0,4.29,2.0,11.0,11.0,49.0,4.45,0.0,,,43.0,54.0,57.8,48.3,,67.0,
Rob Housler,ARI,TE,24.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,68.0,45.0,417.0,9.27,0.0,,,42.0,87.0,89.7,64.2,,37.0,
Cedric Benson,GNB,RB,30.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,71.0,248.0,3.49,1.0,15.0,14.0,97.0,6.93,0.0,,,41.0,55.0,57.5,47.5,,69.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Bolden,NWE,RB,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,274.0,4.89,2.0,2.0,2.0,11.0,5.5,0.0,,,41.0,43.0,45.5,41.5,,68.0,
Coby Fleener,IND,TE,24.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,48.0,26.0,281.0,10.81,2.0,,,40.0,66.0,69.1,53.1,,38.0,
Louis Murphy,CAR,WR,25.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,61.0,25.0,336.0,13.44,1.0,,,40.0,65.0,73.9,58.4,,96.0,
Montell Owens,JAX,RB,28.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,42.0,209.0,4.98,1.0,10.0,8.0,113.0,14.13,0.0,1.0,,40.0,48.0,54.2,44.2,,71.0,
Cedric Peerman,CIN,RB,26.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,258.0,7.17,1.0,9.0,9.0,85.0,9.44,0.0,,,40.0,49.0,52.3,44.8,,70.0,
Jonathan Baldwin,KAN,WR,23.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,47.0,20.0,325.0,16.25,1.0,,,39.0,59.0,61.5,48.5,,100.0,
T.J. Graham,BUF,WR,23.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,58.0,31.0,322.0,10.39,1.0,,,39.0,70.0,72.7,54.2,,99.0,
Devery Henderson,NOR,WR,30.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,0.0,47.0,22.0,316.0,14.36,1.0,,,39.0,61.0,63.9,49.9,,97.0,
