PLAYER,TEAM,POS,AGE,GP,GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Int,Rushing_Att,Rushing_Yds,Y/A,Rushing_TD,Tgt,Rec,Reception_Yds,Y/R,Rec_TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
Matthew Stafford,DET,QB,28.0,16.0,16.0,388.0,594.0,4327.0,24.0,10.0,37.0,207.0,5.59,2.0,1.0,0.0,0.0,,0.0,,1.0,282.0,280.0,297.8,289.8,14.0,7.0,51.0
Bilal Powell,NYJ,WR,28.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,131.0,722.0,5.51,3.0,74.0,58.0,388.0,6.69,2.0,,,139.0,197.0,204.0,168.0,13.0,15.0,52.0
Terrelle Pryor,CLE,WR,27.0,16.0,15.0,5.0,9.0,41.0,0.0,0.0,8.0,21.0,2.63,1.0,140.0,77.0,1007.0,13.08,4.0,1.0,,138.0,213.0,216.4,174.9,12.0,16.0,53.0
Tyreek Hill,KAN,WR,22.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,267.0,11.13,3.0,83.0,61.0,593.0,9.72,6.0,,,138.0,199.0,224.0,186.5,12.0,17.0,54.0
Jarvis Landry,MIA,WR,24.0,16.0,16.0,0.0,1.0,0.0,0.0,0.0,5.0,17.0,3.4,0.0,131.0,94.0,1136.0,12.09,4.0,1.0,,137.0,231.0,236.3,184.3,11.0,18.0,55.0
Larry Fitzgerald,ARI,WR,33.0,16.0,16.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,2.5,0.0,150.0,107.0,1023.0,9.56,6.0,,,137.0,244.0,247.8,190.3,11.0,19.0,56.0
Demaryius Thomas,DEN,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,144.0,90.0,1083.0,12.03,5.0,,1.0,136.0,226.0,231.3,181.3,10.0,20.0,57.0
Kelvin Benjamin,CAR,WR,25.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,118.0,63.0,941.0,14.94,7.0,,,134.0,197.0,201.1,165.6,8.0,21.0,58.0
Dez Bryant,DAL,WR,28.0,13.0,13.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,,0.0,96.0,50.0,796.0,15.92,8.0,,,134.0,180.0,184.0,155.0,8.0,22.0,59.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmanuel Sanders,DEN,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,137.0,79.0,1032.0,13.06,5.0,,,134.0,213.0,215.6,173.1,7.0,23.0,60.0
Jonathan Stewart,CAR,RB,29.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,218.0,824.0,3.78,9.0,21.0,8.0,60.0,7.5,0.0,,,138.0,146.0,151.4,142.4,7.0,22.0,61.0
Hunter Henry,SDG,TE,22.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,53.0,36.0,478.0,13.28,8.0,,,96.0,130.0,133.8,111.8,7.0,10.0,62.0
Julian Edelman,NWE,WR,30.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,12.0,57.0,4.75,0.0,159.0,98.0,1106.0,11.29,3.0,1.0,,132.0,230.0,235.3,181.3,6.0,24.0,63.0
Golden Tate,DET,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.4,0.0,135.0,91.0,1077.0,11.84,4.0,1.0,,132.0,223.0,227.1,177.6,6.0,25.0,64.0
Antonio Gates,SDG,TE,36.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,93.0,53.0,548.0,10.34,7.0,,,95.0,148.0,151.8,121.3,6.0,11.0,65.0
Terrance West,BAL,RB,25.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,193.0,774.0,4.01,5.0,45.0,34.0,236.0,6.94,1.0,,,137.0,171.0,177.0,154.0,5.0,23.0,66.0
Mike Wallace,BAL,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,31.0,6.2,0.0,116.0,72.0,1017.0,14.13,4.0,1.0,,131.0,203.0,205.8,166.8,5.0,26.0,67.0
Tyrod Taylor,BUF,QB,27.0,15.0,15.0,269.0,436.0,3023.0,17.0,6.0,95.0,580.0,6.11,6.0,0.0,0.0,0.0,,0.0,1.0,1.0,271.0,271.0,284.9,276.9,3.0,8.0,68.0
Derek Carr,OAK,QB,25.0,15.0,15.0,357.0,560.0,3937.0,28.0,6.0,39.0,70.0,1.79,0.0,0.0,0.0,0.0,,0.0,,5.0,270.0,268.0,280.5,274.5,3.0,9.0,69.0
Blake Bortles,JAX,QB,24.0,16.0,16.0,368.0,625.0,3905.0,23.0,16.0,58.0,359.0,6.19,3.0,1.0,1.0,20.0,20.0,1.0,1.0,1.0,270.0,271.0,299.1,286.6,2.0,10.0,70.0
Russell Wilson,SEA,QB,28.0,16.0,16.0,353.0,546.0,4219.0,21.0,11.0,72.0,259.0,3.6,1.0,2.0,2.0,14.0,7.0,1.0,,1.0,270.0,270.0,289.1,280.1,2.0,11.0,71.0
Kenny Britt,LAR,WR,28.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,111.0,68.0,1002.0,14.74,5.0,,,128.0,196.0,200.2,162.2,2.0,27.0,72.0
Kenny Stills,MIA,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,81.0,42.0,726.0,17.29,9.0,,,127.0,169.0,171.6,147.6,,28.0,73.0
Allen Robinson,JAX,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,151.0,73.0,883.0,12.1,6.0,1.0,,126.0,199.0,202.3,162.8,,29.0,74.0
Coby Fleener,NOR,TE,28.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,81.0,50.0,631.0,12.62,3.0,,,89.0,137.0,140.3,112.3,,12.0,75.0
Adam Thielen,MIN,WR,26.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,7.5,0.0,92.0,69.0,967.0,14.01,5.0,,,126.0,195.0,199.2,160.7,,30.0,76.0
Ryan Mathews,PHI,RB,29.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,155.0,661.0,4.26,8.0,14.0,13.0,115.0,8.85,1.0,2.0,,132.0,145.0,152.6,138.1,,24.0,77.0
Marcus Mariota,TEN,QB,23.0,15.0,15.0,276.0,451.0,3426.0,26.0,9.0,60.0,349.0,5.82,2.0,1.0,0.0,0.0,,0.0,,,268.0,260.0,279.9,268.9,,12.0,78.0
Ben Roethlisberger,PIT,QB,34.0,14.0,14.0,328.0,509.0,3819.0,29.0,13.0,16.0,14.0,0.88,1.0,0.0,0.0,0.0,,0.0,,3.0,266.0,252.0,270.2,265.2,,13.0,
Philip Rivers,SDG,QB,35.0,16.0,16.0,349.0,578.0,4386.0,33.0,21.0,14.0,35.0,2.5,0.0,0.0,0.0,0.0,,0.0,,,263.0,259.0,287.9,279.9,,14.0,
Jameis Winston,TAM,QB,22.0,16.0,16.0,345.0,567.0,4090.0,28.0,18.0,53.0,165.0,3.11,1.0,0.0,0.0,0.0,,0.0,,3.0,262.0,256.0,286.1,274.1,,15.0,
Tom Brady,NWE,QB,39.0,12.0,12.0,291.0,432.0,3554.0,28.0,2.0,28.0,64.0,2.29,0.0,0.0,0.0,0.0,,0.0,,1.0,261.0,259.0,263.6,260.6,,17.0,
Andy Dalton,CIN,QB,29.0,16.0,16.0,364.0,563.0,4206.0,18.0,8.0,46.0,184.0,4.0,4.0,0.0,0.0,0.0,,0.0,,,261.0,261.0,277.6,268.6,,16.0,
Cam Newton,CAR,QB,27.0,15.0,14.0,270.0,510.0,3509.0,19.0,14.0,90.0,359.0,3.99,5.0,0.0,0.0,0.0,,0.0,1.0,1.0,260.0,254.0,276.3,268.3,,18.0,
Carson Palmer,ARI,QB,37.0,15.0,15.0,364.0,597.0,4233.0,26.0,14.0,14.0,38.0,2.71,0.0,0.0,0.0,0.0,,0.0,,1.0,249.0,243.0,264.1,257.1,,19.0,
Joe Flacco,BAL,QB,31.0,16.0,16.0,436.0,672.0,4317.0,20.0,15.0,21.0,58.0,2.76,2.0,0.0,0.0,0.0,,0.0,,4.0,244.0,242.0,263.5,257.5,,20.0,
Eli Manning,NYG,QB,35.0,16.0,16.0,377.0,598.0,4027.0,26.0,16.0,21.0,-9.0,-0.43,0.0,0.0,0.0,0.0,,0.0,,,226.0,224.0,247.2,240.2,,21.0,
Alex Smith,KAN,QB,32.0,15.0,15.0,328.0,489.0,3502.0,15.0,8.0,48.0,134.0,2.79,5.0,1.0,1.0,3.0,3.0,0.0,,2.0,226.0,225.0,242.8,232.3,,22.0,
Sam Bradford,MIN,QB,29.0,15.0,15.0,395.0,552.0,3877.0,20.0,5.0,20.0,53.0,2.65,0.0,1.0,1.0,5.0,5.0,0.0,,,223.0,222.0,234.9,226.4,,23.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carson Wentz,PHI,QB,24.0,16.0,16.0,379.0,607.0,3782.0,16.0,14.0,46.0,150.0,3.26,2.0,1.0,1.0,7.0,7.0,0.0,1.0,1.0,217.0,214.0,237.0,227.5,,24.0,
Colin Kaepernick,SFO,QB,29.0,12.0,11.0,196.0,331.0,2241.0,16.0,4.0,69.0,468.0,6.78,2.0,0.0,0.0,0.0,,0.0,1.0,,200.0,200.0,213.4,204.4,,25.0,
Trevor Siemian,DEN,QB,25.0,14.0,14.0,289.0,486.0,3401.0,18.0,10.0,28.0,57.0,2.04,0.0,0.0,0.0,0.0,,0.0,1.0,,194.0,192.0,206.7,201.7,,26.0,
Ryan Tannehill,MIA,QB,28.0,13.0,13.0,261.0,389.0,2995.0,19.0,12.0,39.0,164.0,4.21,1.0,0.0,0.0,0.0,,0.0,,1.0,192.0,190.0,211.2,202.2,,27.0,
Brock Osweiler,HOU,QB,26.0,15.0,14.0,301.0,510.0,2957.0,15.0,16.0,30.0,131.0,4.37,2.0,1.0,1.0,-14.0,-14.0,0.0,,,168.0,169.0,192.0,184.5,,28.0,
Ryan Fitzpatrick,NYJ,QB,34.0,14.0,11.0,228.0,403.0,2710.0,12.0,17.0,33.0,130.0,3.94,0.0,0.0,0.0,0.0,,0.0,,,133.0,133.0,157.4,150.4,,29.0,
Jamison Crowder,WAS,WR,23.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,-1.0,0.0,99.0,67.0,847.0,12.64,7.0,,,125.0,192.0,201.5,164.0,,32.0,
DeSean Jackson,WAS,WR,30.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,56.0,1005.0,17.95,4.0,,,125.0,181.0,183.5,152.5,,31.0,
Pierre Garcon,WAS,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,114.0,79.0,1041.0,13.18,3.0,,,122.0,201.0,204.1,161.6,,33.0,
Brandon LaFell,CIN,WR,30.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,0.0,107.0,64.0,862.0,13.47,6.0,,,122.0,186.0,189.0,154.0,,34.0,
Robert Kelley,WAS,RB,24.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,168.0,704.0,4.19,6.0,18.0,12.0,82.0,6.83,1.0,,,121.0,133.0,135.6,126.6,,25.0,
A.J. Green,CIN,WR,28.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,66.0,964.0,14.61,4.0,,,120.0,186.0,189.4,153.4,,35.0,
Willie Snead,NOR,WR,24.0,15.0,4.0,1.0,1.0,50.0,1.0,0.0,0.0,0.0,,0.0,104.0,72.0,895.0,12.43,4.0,,,120.0,192.0,194.5,155.5,,36.0,
DeAndre Hopkins,HOU,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,151.0,78.0,954.0,12.23,4.0,,,119.0,197.0,200.4,158.4,,38.0,
Sterling Shepard,NYG,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,10.33,0.0,105.0,65.0,683.0,10.51,8.0,,,119.0,184.0,187.4,151.9,,37.0,
Mike Gillislee,BUF,RB,26.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,101.0,577.0,5.71,8.0,11.0,9.0,50.0,5.56,1.0,,,117.0,126.0,128.7,121.2,,27.0,
Marvin Jones,DET,WR,26.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,103.0,55.0,930.0,16.91,4.0,,,117.0,172.0,175.3,144.8,,39.0,
Christine Michael,2TM,RB,26.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,148.0,583.0,3.94,7.0,29.0,22.0,107.0,4.86,1.0,,,117.0,137.0,144.0,126.0,,26.0,
Steve Smith,BAL,WR,37.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,101.0,70.0,799.0,11.41,5.0,2.0,,116.0,184.0,186.9,148.9,,40.0,
Cole Beasley,DAL,WR,27.0,16.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,7.0,0.0,98.0,75.0,833.0,11.11,5.0,,,114.0,189.0,192.0,151.5,,41.0,
Case Keenum,LAR,QB,28.0,10.0,9.0,196.0,322.0,2201.0,9.0,11.0,20.0,51.0,2.55,1.0,0.0,0.0,0.0,,0.0,,,113.0,111.0,126.1,122.1,,30.0,
Cameron Meredith,CHI,WR,24.0,14.0,10.0,1.0,1.0,2.0,1.0,0.0,1.0,6.0,6.0,0.0,97.0,66.0,888.0,13.45,4.0,,,113.0,179.0,184.5,146.5,,42.0,
Devontae Booker,DEN,RB,24.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,174.0,612.0,3.52,4.0,45.0,31.0,265.0,8.55,1.0,,,112.0,143.0,151.7,127.2,,28.0,
Quincy Enunwa,NYJ,WR,24.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,0.0,105.0,58.0,857.0,14.78,4.0,,,111.0,169.0,171.9,139.9,,43.0,
Darren Sproles,PHI,RB,33.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,94.0,438.0,4.66,2.0,71.0,52.0,427.0,8.21,2.0,,,111.0,163.0,168.5,136.5,,29.0,
Stefon Diggs,MIN,WR,23.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,3.33,0.0,112.0,84.0,903.0,10.75,3.0,,,109.0,193.0,196.3,151.3,,45.0,
Marqise Lee,JAX,WR,25.0,16.0,6.0,1.0,1.0,20.0,1.0,0.0,6.0,35.0,5.83,0.0,105.0,63.0,851.0,13.51,3.0,,,109.0,172.0,182.4,146.9,,44.0,
Theo Riddick,DET,RB,25.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,92.0,357.0,3.88,1.0,67.0,53.0,371.0,7.0,5.0,,,109.0,162.0,167.8,135.3,,30.0,
Tim Hightower,NOR,RB,30.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,133.0,548.0,4.12,4.0,26.0,22.0,200.0,9.09,1.0,,,107.0,127.0,132.8,115.8,,32.0,
Jerick McKinnon,MIN,RB,24.0,15.0,7.0,0.0,1.0,0.0,0.0,0.0,159.0,539.0,3.39,2.0,53.0,43.0,255.0,5.93,2.0,1.0,,107.0,148.0,154.4,126.9,,31.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ Nelson,ARI,WR,24.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,83.0,20.75,1.0,74.0,34.0,568.0,16.71,6.0,,,107.0,139.0,143.1,122.1,,46.0,
Anquan Boldin,DET,WR,36.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,95.0,67.0,584.0,8.72,8.0,,,106.0,173.0,176.4,139.9,,47.0,
