PLAYER,TEAM,POS,AGE,GP,GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Int,Rushing_Att,Rushing_Yds,Y/A,Rushing_TD,Tgt,Rec,Reception_Yds,Y/R,Rec_TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
Deion Branch,NWE,WR,32.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,90.0,51.0,702.0,13.76,5.0,,,100.0,151.0,154.2,125.7,,44.0,
Matt Cassel,KAN,QB,29.0,9.0,9.0,160.0,269.0,1713.0,10.0,9.0,25.0,99.0,3.96,0.0,1.0,1.0,-4.0,-4.0,0.0,,,100.0,96.0,110.5,104.5,,32.0,
Robert Meachem,NOR,WR,27.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,4.5,0.0,60.0,40.0,620.0,15.5,6.0,,,100.0,140.0,142.8,119.8,,45.0,
Titus Young,DET,WR,22.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,7.5,0.0,86.0,48.0,607.0,12.65,6.0,1.0,,100.0,147.0,150.7,123.2,,42.0,
Early Doucet,ARI,WR,26.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,97.0,54.0,689.0,12.76,5.0,,,99.0,152.0,155.4,124.9,,47.0,
Jerome Simpson,CIN,WR,25.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,105.0,50.0,725.0,14.5,4.0,,,99.0,147.0,149.5,121.5,,48.0,
Mike Williams,TAM,WR,24.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,124.0,65.0,771.0,11.86,3.0,,,99.0,158.0,162.4,125.9,,46.0,
Fred Davis,WAS,TE,25.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,88.0,59.0,796.0,13.49,3.0,,,98.0,156.0,159.1,126.1,,12.0,
David Nelson,BUF,WR,25.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,97.0,61.0,658.0,10.79,5.0,,,98.0,157.0,159.8,126.3,,49.0,
Toby Gerhart,MIN,RB,24.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,109.0,531.0,4.87,1.0,28.0,23.0,190.0,8.26,3.0,,,96.0,118.0,124.6,106.6,,37.0,
Jermaine Gresham,CIN,TE,23.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,92.0,56.0,596.0,10.64,6.0,,,96.0,151.0,154.1,122.6,,13.0,
Dexter McCluster,KAN,WR,22.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,114.0,516.0,4.53,1.0,64.0,46.0,328.0,7.13,1.0,,,96.0,138.0,146.4,115.4,,50.0,
Kevin Smith,DET,RB,25.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,72.0,356.0,4.94,4.0,28.0,22.0,179.0,8.14,3.0,,,96.0,117.0,123.0,105.5,,38.0,
Jared Cook,TEN,TE,24.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,81.0,49.0,759.0,15.49,3.0,,,94.0,141.0,144.9,116.4,,15.0,
Kellen Winslow,TAM,TE,28.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,123.0,75.0,763.0,10.17,2.0,2.0,,94.0,165.0,169.3,127.8,,14.0,
Steve Breaston,KAN,WR,28.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,25.0,0.0,98.0,61.0,785.0,12.87,2.0,,,93.0,154.0,157.0,123.5,,51.0,
LaDainian Tomlinson,NYJ,RB,32.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,75.0,280.0,3.73,1.0,61.0,42.0,449.0,10.69,2.0,,,91.0,133.0,138.9,111.9,,39.0,
Peyton Hillis,CLE,RB,25.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,161.0,587.0,3.65,3.0,34.0,22.0,130.0,5.91,0.0,,,90.0,110.0,116.7,98.7,,40.0,
Kyle Orton,2TM,QB,29.0,9.0,8.0,150.0,252.0,1758.0,9.0,9.0,11.0,13.0,1.18,0.0,0.0,0.0,0.0,,0.0,,,90.0,86.0,99.6,94.6,,33.0,
Damian Williams,TEN,WR,23.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,94.0,45.0,592.0,13.16,5.0,,,89.0,134.0,137.2,111.7,,52.0,
Jahvid Best,DET,RB,22.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,84.0,390.0,4.64,2.0,40.0,27.0,287.0,10.63,1.0,,,86.0,113.0,118.7,99.2,,42.0,
Owen Daniels,HOU,TE,29.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,85.0,54.0,677.0,12.54,3.0,,,86.0,140.0,142.7,112.7,,16.0,
Felix Jones,DAL,RB,24.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,127.0,575.0,4.53,1.0,45.0,33.0,221.0,6.7,0.0,,,86.0,114.0,122.1,97.1,,43.0,
Greg Olsen,CAR,RB,26.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,89.0,45.0,540.0,12.0,5.0,1.0,,86.0,130.0,133.5,107.5,,41.0,
Jason Campbell,OAK,QB,30.0,6.0,6.0,100.0,165.0,1170.0,6.0,4.0,18.0,60.0,3.33,2.0,0.0,0.0,0.0,,0.0,,,85.0,78.0,86.3,81.8,,34.0,
Johnny Knox,CHI,WR,25.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,69.0,37.0,727.0,19.65,2.0,,,85.0,121.0,124.2,102.2,,53.0,
James Starks,GNB,RB,25.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,133.0,578.0,4.35,1.0,37.0,29.0,216.0,7.45,0.0,,,85.0,112.0,119.4,97.9,,44.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Ballard,NYG,TE,24.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,61.0,38.0,604.0,15.89,4.0,,,84.0,122.0,125.4,103.4,,17.0,
Greg Little,CLE,WR,22.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,5.0,0.0,119.0,61.0,709.0,11.62,2.0,,,84.0,145.0,148.4,114.9,,54.0,
Marion Barber,CHI,RB,28.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,114.0,422.0,3.7,6.0,9.0,5.0,50.0,10.0,0.0,,,83.0,87.0,90.7,84.7,,45.0,
Ed Dickson,BAL,TE,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,89.0,54.0,528.0,9.78,5.0,,,83.0,137.0,139.8,109.8,,18.0,
Mark Ingram,NOR,RB,22.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,122.0,474.0,3.89,5.0,13.0,11.0,46.0,4.18,0.0,,,82.0,92.0,95.5,86.5,,46.0,
Santana Moss,WAS,WR,32.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,95.0,46.0,584.0,12.7,4.0,,,82.0,128.0,131.4,105.4,,55.0,
Donald Driver,GNB,WR,36.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,56.0,37.0,445.0,12.03,6.0,,,81.0,118.0,120.5,99.0,,56.0,
Curtis Painter,IND,QB,26.0,9.0,8.0,132.0,243.0,1541.0,6.0,9.0,17.0,107.0,6.29,0.0,0.0,0.0,0.0,,0.0,,,80.0,73.0,90.8,82.3,,35.0,
Demaryius Thomas,DEN,WR,24.0,11.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,70.0,32.0,551.0,17.22,4.0,,,80.0,112.0,114.6,95.6,,57.0,
Jackie Battle,KAN,RB,28.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,149.0,597.0,4.01,2.0,13.0,9.0,68.0,7.56,0.0,,,79.0,88.0,90.5,83.0,,48.0,
Kendall Hunter,SFO,RB,23.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,112.0,473.0,4.22,2.0,26.0,16.0,195.0,12.19,0.0,,,79.0,94.0,100.3,85.8,,47.0,
Brandon LaFell,CAR,WR,25.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,56.0,36.0,613.0,17.03,3.0,,,79.0,115.0,118.3,97.3,,58.0,
Josh Cribbs,CLE,RB,28.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,25.0,3.57,0.0,67.0,41.0,518.0,12.63,4.0,,,78.0,116.0,126.8,101.8,,49.0,
Mario Manningham,NYG,WR,25.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,77.0,39.0,523.0,13.41,4.0,,,76.0,115.0,118.3,95.8,,59.0,
Heath Miller,PIT,TE,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,74.0,51.0,631.0,12.37,2.0,,,76.0,126.0,129.2,100.2,,19.0,
Dezmon Briscoe,TAM,WR,22.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,51.0,35.0,387.0,11.06,6.0,,,75.0,110.0,112.7,92.2,,60.0,
Scott Chandler,BUF,TE,26.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,46.0,38.0,389.0,10.24,6.0,,,75.0,112.0,115.4,92.9,,21.0,
Anthony Fasano,MIA,TE,27.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,54.0,32.0,451.0,14.09,5.0,,,75.0,107.0,110.1,91.1,,20.0,
Jason Avant,PHI,RB,28.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,81.0,52.0,679.0,13.06,1.0,,,74.0,124.0,127.9,97.9,,50.0,
Isaac Redman,PIT,RB,27.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,110.0,479.0,4.35,3.0,22.0,18.0,78.0,4.33,0.0,,,74.0,90.0,93.7,80.7,,51.0,
Davone Bess,MIA,WR,26.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.5,0.0,86.0,51.0,537.0,10.53,3.0,,,73.0,119.0,124.1,93.1,,63.0,
Preston Parker,TAM,WR,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,-3.0,0.0,65.0,40.0,554.0,13.85,3.0,,,73.0,105.0,112.1,85.1,,62.0,
Andre Roberts,ARI,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,9.0,0.0,98.0,51.0,586.0,11.49,2.0,,,73.0,123.0,126.8,97.8,,61.0,
Tony Scheffler,DET,TE,28.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,43.0,26.0,347.0,13.35,6.0,1.0,,73.0,98.0,101.7,85.2,,22.0,
Joel Dreessen,HOU,TE,29.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39.0,28.0,353.0,12.61,6.0,,,71.0,99.0,102.3,85.3,,23.0,
Daniel Thomas,MIA,RB,24.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,165.0,581.0,3.52,0.0,16.0,12.0,72.0,6.0,1.0,,,71.0,81.0,85.3,75.3,,52.0,
Jeremy Shockey,CAR,TE,31.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,62.0,37.0,455.0,12.3,4.0,,,70.0,105.0,108.5,86.0,,24.0,
Lance Ball,DEN,RB,26.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,402.0,4.19,1.0,32.0,16.0,148.0,9.25,1.0,,,67.0,81.0,88.0,73.0,,53.0,
Maurice Morris,DET,RB,32.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,80.0,316.0,3.95,1.0,35.0,26.0,230.0,8.85,1.0,,,67.0,92.0,98.1,78.6,,54.0,
Michael Jenkins,MIN,WR,29.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,55.0,38.0,466.0,12.26,3.0,,,65.0,101.0,104.6,81.6,,66.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacoby Jones,HOU,WR,27.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,4.25,0.0,65.0,31.0,512.0,16.52,2.0,,,65.0,94.0,103.9,84.4,,65.0,
Donovan McNabb,MIN,QB,35.0,6.0,6.0,94.0,156.0,1026.0,4.0,2.0,14.0,59.0,4.21,1.0,0.0,0.0,0.0,,0.0,,,65.0,63.0,68.9,64.9,,36.0,
Dan Orlovsky,IND,QB,28.0,8.0,5.0,122.0,193.0,1201.0,6.0,4.0,6.0,5.0,0.83,0.0,0.0,0.0,0.0,,0.0,,,65.0,58.0,68.0,61.5,,37.0,
Kevin Walter,HOU,WR,30.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,59.0,39.0,474.0,12.15,3.0,,,65.0,104.0,107.4,84.9,,64.0,
Ricky Williams,BAL,RB,34.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,444.0,4.11,2.0,20.0,13.0,83.0,6.38,0.0,,,65.0,76.0,79.7,69.2,,55.0,
Devery Henderson,NOR,WR,29.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,50.0,32.0,503.0,15.72,2.0,,,63.0,94.0,97.7,78.2,,67.0,
Sidney Rice,SEA,WR,25.0,9.0,9.0,1.0,1.0,55.0,0.0,0.0,2.0,3.0,1.5,0.0,57.0,32.0,484.0,15.13,2.0,,,63.0,94.0,97.4,77.9,,68.0,
Roy Williams,CHI,WR,30.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,63.0,37.0,507.0,13.7,2.0,,,63.0,100.0,102.7,81.2,,69.0,
Brian Hartline,MIA,WR,25.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,66.0,35.0,549.0,15.69,1.0,,,62.0,97.0,99.8,79.3,,71.0,
Andre Johnson,HOU,WR,30.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.0,51.0,33.0,492.0,14.91,2.0,,,62.0,95.0,98.0,78.5,,70.0,
Arrelious Benn,TAM,WR,23.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,-7.0,-1.17,0.0,51.0,30.0,441.0,14.7,3.0,,,61.0,91.0,94.4,76.4,,72.0,
Danny Woodhead,NWE,RB,26.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,77.0,351.0,4.56,1.0,31.0,18.0,157.0,8.72,0.0,2.0,,61.0,78.0,84.3,68.8,,56.0,
Chad Henne,MIA,QB,26.0,4.0,4.0,64.0,112.0,868.0,4.0,4.0,15.0,112.0,7.47,1.0,0.0,0.0,0.0,,0.0,,,60.0,59.0,69.4,62.9,,38.0,
Bernard Scott,CIN,RB,27.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,112.0,380.0,3.39,3.0,17.0,13.0,38.0,2.92,0.0,,,60.0,73.0,75.8,66.3,,57.0,
Joseph Addai,IND,RB,28.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,118.0,433.0,3.67,1.0,22.0,15.0,93.0,6.2,0.0,,,59.0,73.0,76.1,65.1,,58.0,
Austin Collie,IND,WR,26.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,96.0,54.0,514.0,9.52,1.0,,,59.0,111.0,114.4,84.4,,73.0,
Ben Obomanu,SEA,WR,28.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,0.0,61.0,37.0,436.0,11.78,2.0,,,59.0,94.0,96.9,75.4,,74.0,
Dennis Pitta,BAL,TE,26.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,56.0,40.0,405.0,10.13,3.0,,,59.0,99.0,101.5,78.5,,26.0,
Visanthe Shiancoe,MIN,TE,31.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,70.0,36.0,409.0,11.36,3.0,,,59.0,95.0,97.9,76.9,,25.0,
Golden Tate,SEA,WR,23.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,2.8,0.0,58.0,35.0,382.0,10.91,3.0,,,58.0,92.0,95.1,74.1,,75.0,
Chris Ogbonnaya,2TM,RB,25.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,76.0,340.0,4.47,1.0,31.0,23.0,165.0,7.17,0.0,,,57.0,78.0,84.5,66.0,,59.0,
Harry Douglas,ATL,WR,27.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,62.0,39.0,498.0,12.77,1.0,,,56.0,95.0,98.1,75.6,,76.0,
Evan Moore,CLE,TE,26.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,46.0,34.0,324.0,9.53,4.0,,,56.0,90.0,93.4,73.4,,27.0,
Legedu Naanee,CAR,RB,28.0,15.0,10.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,,0.0,76.0,44.0,467.0,10.61,1.0,,,56.0,98.0,100.8,75.8,,60.0,
Danario Alexander,STL,WR,25.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,60.0,26.0,431.0,16.58,2.0,,,55.0,81.0,84.1,68.1,,77.0,
Kevin Boss,OAK,TE,27.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,40.0,28.0,368.0,13.14,3.0,,,55.0,83.0,85.8,68.8,,28.0,
Jason Hill,JAX,WR,26.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,55.0,25.0,367.0,14.68,3.0,,,55.0,80.0,82.7,67.2,,78.0,
Devin Aromashodu,MIN,WR,27.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,84.0,26.0,468.0,18.0,1.0,,,53.0,78.0,81.3,64.8,,80.0,
John Beck,WAS,QB,30.0,4.0,3.0,80.0,132.0,858.0,2.0,4.0,10.0,43.0,4.3,2.0,0.0,0.0,0.0,,0.0,,1.0,53.0,50.0,58.1,53.6,,39.0,
Kahlil Bell,CHI,RB,25.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,79.0,337.0,4.27,0.0,23.0,19.0,133.0,7.0,1.0,,,53.0,69.0,76.5,59.5,,62.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavelle Hawkins,TEN,WR,25.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,77.0,47.0,470.0,10.0,1.0,,,53.0,99.0,102.5,75.5,,79.0,
Marcel Reece,OAK,RB,26.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,17.0,112.0,6.59,0.0,36.0,27.0,301.0,11.15,2.0,,,53.0,79.0,85.8,65.8,,61.0,
Ben Watson,CLE,TE,31.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,70.0,37.0,410.0,11.08,2.0,,,53.0,90.0,93.0,71.5,,29.0,
Delone Carter,IND,RB,24.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,101.0,377.0,3.73,2.0,8.0,5.0,18.0,3.6,0.0,,,52.0,54.0,58.0,51.0,,67.0,
Tim Hightower,WAS,RB,25.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,84.0,321.0,3.82,1.0,15.0,10.0,78.0,7.8,1.0,,,52.0,62.0,64.9,56.9,,65.0,
Thomas Jones,KAN,RB,33.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,153.0,478.0,3.12,0.0,7.0,5.0,43.0,8.6,0.0,,,52.0,57.0,60.1,54.6,,64.0,
John Kuhn,GNB,RB,29.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,78.0,2.6,4.0,18.0,15.0,77.0,5.13,2.0,,,52.0,66.0,66.0,58.0,,66.0,
LaRod Stephens-Howling,ARI,RB,24.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,167.0,3.88,0.0,17.0,13.0,234.0,18.0,2.0,,,52.0,65.0,71.1,58.6,,63.0,
Kellen Davis,CHI,TE,26.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,35.0,18.0,206.0,11.44,5.0,,,51.0,69.0,71.6,59.6,,30.0,
Brandon Gibson,STL,WR,24.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,8.0,0.0,71.0,36.0,431.0,11.97,1.0,,,51.0,87.0,89.7,68.7,,81.0,
Stevan Ridley,NWE,RB,22.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,87.0,441.0,5.07,1.0,5.0,3.0,13.0,4.33,0.0,,,51.0,53.0,56.9,51.9,,69.0,
Jacquizz Rodgers,ATL,RB,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,205.0,3.6,1.0,27.0,21.0,188.0,8.95,1.0,,,51.0,71.0,77.8,60.8,,70.0,
Joe Webb,MIN,QB,25.0,11.0,1.0,34.0,63.0,376.0,3.0,2.0,22.0,154.0,7.0,2.0,5.0,1.0,9.0,9.0,0.0,,,51.0,51.0,59.8,52.8,,40.0,
Cadillac Williams,STL,RB,29.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,87.0,361.0,4.15,1.0,23.0,14.0,93.0,6.64,0.0,,,51.0,64.0,67.9,57.4,,68.0,
Andre Caldwell,CIN,WR,26.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,68.0,37.0,317.0,8.57,3.0,,,50.0,87.0,89.7,68.2,,84.0,
Mohamed Massaquoi,CLE,WR,25.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,74.0,31.0,384.0,12.39,2.0,,,50.0,81.0,84.4,65.9,,82.0,
Hines Ward,PIT,WR,35.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,63.0,46.0,381.0,8.28,2.0,,,50.0,95.0,98.6,72.1,,83.0,
T.J. Yates,HOU,QB,24.0,6.0,5.0,82.0,134.0,949.0,3.0,3.0,14.0,57.0,4.07,0.0,0.0,0.0,0.0,,0.0,,,50.0,45.0,53.2,47.7,,41.0,
Jake Locker,TEN,QB,23.0,5.0,0.0,34.0,66.0,542.0,4.0,0.0,8.0,56.0,7.0,1.0,0.0,0.0,0.0,,0.0,,,49.0,49.0,52.3,49.3,,42.0,
Mike Thomas,JAX,WR,24.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3.67,0.0,91.0,44.0,415.0,9.43,1.0,,,49.0,92.0,95.1,69.6,,85.0,
Kenny Britt,TEN,WR,23.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,26.0,17.0,289.0,17.0,3.0,,,47.0,63.0,66.4,54.4,,86.0,
Dallas Clark,IND,TE,32.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,65.0,34.0,352.0,10.35,2.0,,,47.0,80.0,83.7,63.2,,31.0,
Jeff King,ARI,TE,28.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,34.0,27.0,271.0,10.04,3.0,,,47.0,72.0,75.1,58.6,,32.0,
Matt Flynn,GNB,QB,26.0,5.0,1.0,33.0,49.0,518.0,6.0,2.0,13.0,-6.0,-0.46,1.0,0.0,0.0,0.0,,0.0,,,46.0,45.0,50.6,47.1,,43.0,
Marcedes Lewis,JAX,TE,27.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,85.0,39.0,460.0,11.79,0.0,,,46.0,85.0,88.0,65.5,,33.0,
Vincent Brown,SDG,WR,22.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,40.0,19.0,329.0,17.32,2.0,,,45.0,64.0,66.9,54.4,,89.0,
Dane Sanzenbacher,CHI,WR,23.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,-4.0,0.0,54.0,27.0,276.0,10.22,3.0,,,45.0,72.0,75.2,58.7,,88.0,
Kyle Williams,SFO,WR,23.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,16.0,0.0,31.0,20.0,241.0,12.05,3.0,,,45.0,63.0,67.3,53.3,,87.0,
Earl Bennett,CHI,WR,24.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,43.0,24.0,381.0,15.88,1.0,,,44.0,67.0,70.6,55.1,,90.0,
Randall Cobb,GNB,WR,21.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,2.5,0.0,31.0,25.0,375.0,15.0,1.0,,,44.0,66.0,82.5,65.5,,91.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Fells,DEN,TE,28.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,31.0,19.0,256.0,13.47,3.0,,,44.0,61.0,64.6,51.1,,34.0,
Jeremy Kerley,NYJ,WR,23.0,14.0,1.0,1.0,1.0,41.0,0.0,0.0,5.0,28.0,5.6,0.0,47.0,29.0,314.0,10.83,1.0,,,44.0,68.0,72.3,53.3,,92.0,
Chris Ivory,NOR,RB,23.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,79.0,374.0,4.73,1.0,1.0,0.0,0.0,,0.0,,,43.0,43.0,46.4,43.4,,71.0,
Javon Ringer,TEN,RB,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,185.0,3.14,1.0,36.0,28.0,187.0,6.68,0.0,,,43.0,70.0,76.7,56.2,,72.0,
Kyle Rudolph,MIN,TE,22.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39.0,26.0,249.0,9.58,3.0,,,43.0,69.0,71.9,55.9,,35.0,
Brad Smith,BUF,WR,28.0,15.0,5.0,0.0,1.0,0.0,0.0,1.0,20.0,87.0,4.35,1.0,42.0,23.0,240.0,10.43,1.0,,,43.0,66.0,69.7,55.2,,94.0,
Donte' Stallworth,WAS,WR,31.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,38.0,22.0,309.0,14.05,2.0,,,43.0,65.0,68.0,54.0,,93.0,
Devin Hester,CHI,WR,29.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.0,-6.0,0.0,56.0,26.0,369.0,14.19,1.0,,,42.0,63.0,86.8,68.3,,95.0,
Charles Clay,MIA,RB,22.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,25.0,16.0,233.0,14.56,3.0,,,41.0,57.0,60.3,49.3,,73.0,
Emmanuel Sanders,PIT,WR,24.0,11.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,,0.0,43.0,22.0,288.0,13.09,2.0,,,41.0,63.0,66.4,52.4,,96.0,
Chaz Schilens,OAK,WR,26.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,34.0,23.0,271.0,11.78,2.0,,,41.0,62.0,65.1,50.6,,97.0,
Vince Young,PHI,QB,28.0,6.0,3.0,66.0,114.0,866.0,4.0,9.0,18.0,79.0,4.39,0.0,0.0,0.0,0.0,,0.0,,,41.0,39.0,51.5,47.5,,44.0,
