PLAYER,TEAM,POS,AGE,GP,GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Int,Rushing_Att,Rushing_Yds,Y/A,Rushing_TD,Tgt,Rec,Reception_Yds,Y/R,Rec_TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
Mike Williams,TAM,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,129.0,65.0,964.0,14.83,11.0,,,162.0,224.0,228.9,191.9,45.0,11.0,32.0
Miles Austin,DAL,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,93.0,13.29,1.0,119.0,69.0,1041.0,15.09,7.0,,,161.0,229.0,232.9,194.9,44.0,12.0,33.0
Jeremy Maclin,PHI,WR,22.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,12.0,0.0,115.0,70.0,964.0,13.77,10.0,,,160.0,229.0,232.5,194.0,43.0,13.0,34.0
Drew Brees,NOR,QB,31.0,16.0,16.0,448.0,658.0,4620.0,33.0,22.0,18.0,-3.0,-0.17,0.0,1.0,1.0,7.0,7.0,0.0,,,273.0,265.0,294.7,286.7,42.0,6.0,35.0
Antonio Gates,SDG,TE,30.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,65.0,50.0,782.0,15.64,10.0,,,138.0,188.0,191.2,163.2,42.0,2.0,36.0
Cedric Benson,CIN,RB,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,321.0,1111.0,3.46,7.0,37.0,28.0,178.0,6.36,1.0,1.0,,179.0,200.0,209.4,185.9,41.0,16.0,37.0
DeSean Jackson,PHI,WR,24.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,16.0,104.0,6.5,1.0,95.0,47.0,1056.0,22.47,6.0,,,158.0,201.0,215.0,183.5,41.0,14.0,38.0
Vernon Davis,SFO,TE,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,93.0,56.0,914.0,16.32,7.0,1.0,,135.0,191.0,194.4,163.4,39.0,3.0,39.0
Terrell Owens,CIN,WR,37.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,139.0,72.0,983.0,13.65,9.0,,,152.0,224.0,227.3,188.3,35.0,15.0,40.0
Larry Fitzgerald,ARI,WR,27.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,173.0,90.0,1137.0,12.63,6.0,1.0,,152.0,242.0,244.7,196.7,34.0,16.0,41.0
Marcedes Lewis,JAX,TE,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,89.0,58.0,700.0,12.07,10.0,,,130.0,186.0,190.0,157.0,34.0,4.0,42.0
Josh Freeman,TAM,QB,22.0,16.0,16.0,291.0,474.0,3451.0,25.0,6.0,68.0,364.0,5.35,0.0,0.0,0.0,0.0,,0.0,1.0,,264.0,257.0,272.9,263.4,33.0,7.0,43.0
Mario Manningham,NYG,WR,24.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,93.0,60.0,944.0,15.73,9.0,,,149.0,208.0,211.1,177.6,31.0,17.0,44.0
Santana Moss,WAS,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,-6.0,-1.2,0.0,145.0,93.0,1115.0,11.99,6.0,,,147.0,237.0,241.4,190.4,30.0,18.0,45.0
Matt Ryan,ATL,QB,25.0,16.0,16.0,357.0,571.0,3705.0,28.0,9.0,46.0,122.0,2.65,0.0,0.0,0.0,0.0,,0.0,,2.0,258.0,254.0,271.4,263.4,27.0,8.0,46.0
Marques Colston,NOR,WR,27.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,131.0,84.0,1023.0,12.18,7.0,,,144.0,228.0,231.4,186.4,27.0,19.0,47.0
LaDainian Tomlinson,NYJ,RB,31.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,219.0,914.0,4.17,6.0,79.0,52.0,368.0,7.08,0.0,,,164.0,213.0,220.7,187.2,26.0,17.0,48.0
Knowshon Moreno,DEN,RB,23.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,182.0,779.0,4.28,5.0,48.0,37.0,372.0,10.05,3.0,,,163.0,197.0,204.6,178.6,25.0,18.0,49.0
Mike Tolbert,SDG,RB,25.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,182.0,735.0,4.04,11.0,29.0,25.0,216.0,8.64,0.0,1.0,,163.0,183.0,191.6,170.6,25.0,19.0,50.0
Frank Gore,SFO,RB,27.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,203.0,853.0,4.2,3.0,72.0,46.0,452.0,9.83,2.0,,,161.0,203.0,210.5,179.5,22.0,20.0,51.0
Matt Schaub,HOU,QB,29.0,16.0,16.0,365.0,574.0,4370.0,24.0,12.0,22.0,28.0,1.27,0.0,0.0,0.0,0.0,,0.0,,1.0,252.0,243.0,262.1,254.6,20.0,9.0,52.0
Rob Gronkowski,NWE,TE,21.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,59.0,42.0,546.0,13.0,10.0,,,115.0,156.0,159.1,134.6,18.0,5.0,53.0
Percy Harvin,MIN,WR,22.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,18.0,107.0,5.94,1.0,109.0,71.0,868.0,12.23,5.0,1.0,,136.0,206.0,218.0,176.0,18.0,20.0,54.0
Fred Jackson,BUF,RB,29.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,222.0,927.0,4.18,5.0,54.0,31.0,215.0,6.94,2.0,,,156.0,182.0,190.7,166.7,18.0,21.0,55.0
Braylon Edwards,NYJ,WR,27.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,101.0,53.0,904.0,17.06,7.0,1.0,,135.0,187.0,190.3,160.3,17.0,21.0,56.0
Kenny Britt,TEN,WR,22.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,73.0,42.0,775.0,18.45,9.0,1.0,,134.0,175.0,178.0,153.5,16.0,22.0,57.0
Eli Manning,NYG,QB,29.0,16.0,16.0,339.0,539.0,4002.0,31.0,25.0,32.0,70.0,2.19,0.0,0.0,0.0,0.0,,0.0,,,241.0,234.0,265.6,259.1,10.0,10.0,58.0
Wes Welker,NWE,WR,29.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,123.0,86.0,848.0,9.86,7.0,,,127.0,213.0,215.3,169.8,9.0,23.0,59.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Knox,CHI,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,100.0,51.0,960.0,18.82,5.0,,,126.0,176.0,179.7,150.7,9.0,24.0,60.0
Chris Cooley,WAS,TE,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,126.0,77.0,849.0,11.03,3.0,1.0,,105.0,179.0,183.4,140.4,9.0,6.0,61.0
Anquan Boldin,BAL,WR,30.0,16.0,16.0,1.0,1.0,-6.0,0.0,0.0,2.0,2.0,1.0,0.0,109.0,64.0,837.0,13.08,7.0,,,126.0,189.0,192.2,156.7,8.0,25.0,62.0
Joe Flacco,BAL,QB,25.0,16.0,16.0,306.0,489.0,3622.0,25.0,10.0,43.0,84.0,1.95,1.0,0.0,0.0,0.0,,0.0,,,239.0,230.0,247.8,240.3,8.0,11.0,63.0
Lance Moore,NOR,WR,27.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,94.0,66.0,763.0,11.56,8.0,,,124.0,188.0,192.3,155.3,7.0,26.0,64.0
Kellen Winslow,TAM,TE,27.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,98.0,66.0,730.0,11.06,5.0,,,103.0,168.0,171.5,135.0,7.0,7.0,65.0
Tony Gonzalez,ATL,TE,34.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,108.0,70.0,656.0,9.37,6.0,,,102.0,172.0,174.6,136.6,5.0,8.0,66.0
Derrick Mason,BAL,WR,36.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,61.0,802.0,13.15,7.0,,,122.0,183.0,186.2,152.7,5.0,27.0,67.0
Brandon Jacobs,NYG,RB,28.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,147.0,823.0,5.6,9.0,13.0,7.0,59.0,8.43,0.0,,,142.0,147.0,151.2,143.7,4.0,22.0,68.0
Dustin Keller,NYJ,TE,26.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,55.0,687.0,12.49,5.0,,,99.0,154.0,156.7,126.2,3.0,9.0,69.0
Zach Miller,OAK,TE,25.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,92.0,60.0,685.0,11.42,5.0,,,99.0,158.0,161.0,127.5,2.0,10.0,70.0
Brandon Marshall,MIA,WR,26.0,14.0,14.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.5,0.0,146.0,86.0,1014.0,11.79,3.0,,,120.0,204.0,207.7,160.7,2.0,28.0,71.0
Jahvid Best,DET,RB,21.0,16.0,9.0,0.0,1.0,0.0,0.0,0.0,171.0,555.0,3.25,4.0,80.0,58.0,487.0,8.4,2.0,,,140.0,197.0,203.7,168.2,2.0,23.0,72.0
Aaron Hernandez,NWE,TE,21.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,15.67,0.0,64.0,45.0,563.0,12.51,6.0,,,97.0,142.0,145.0,119.5,1.0,11.0,73.0
Deion Branch,2TM,WR,31.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,92.0,61.0,818.0,13.41,6.0,,,118.0,178.0,181.3,147.3,,29.0,74.0
Marquis Johnson,STL,,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,,,,,,2.0,75.0
LeGarrette Blount,TAM,RB,24.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,201.0,1007.0,5.01,6.0,7.0,5.0,14.0,2.8,0.0,,,138.0,139.0,144.1,136.6,,24.0,76.0
John Paul Foschi,CIN,,28.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,,,,,,3.0,77.0
Mike Thomas,JAX,WR,23.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,114.0,9.5,0.0,102.0,66.0,820.0,12.42,4.0,,,117.0,180.0,193.9,153.4,,30.0,78.0
Matt Cassel,KAN,QB,28.0,15.0,15.0,262.0,450.0,3116.0,27.0,7.0,33.0,125.0,3.79,0.0,0.0,0.0,0.0,,0.0,,,231.0,228.0,242.6,235.1,,12.0,
Carson Palmer,CIN,QB,31.0,16.0,16.0,362.0,586.0,3970.0,26.0,20.0,32.0,50.0,1.56,0.0,0.0,0.0,0.0,,0.0,,1.0,230.0,223.0,249.3,242.8,,13.0,
David Garrard,JAX,QB,32.0,14.0,14.0,236.0,366.0,2734.0,23.0,15.0,66.0,279.0,4.23,5.0,0.0,0.0,0.0,,0.0,,,229.0,218.0,244.8,233.3,,14.0,
Jay Cutler,CHI,QB,27.0,15.0,15.0,261.0,432.0,3274.0,23.0,16.0,50.0,232.0,4.64,1.0,0.0,0.0,0.0,,0.0,,1.0,222.0,212.0,239.2,228.2,,15.0,
Kyle Orton,DEN,QB,28.0,13.0,13.0,293.0,498.0,3653.0,20.0,9.0,22.0,98.0,4.45,0.0,0.0,0.0,0.0,,0.0,,,218.0,214.0,227.9,222.9,,16.0,
Ben Roethlisberger,PIT,QB,28.0,12.0,12.0,240.0,389.0,3200.0,17.0,5.0,34.0,176.0,5.18,2.0,0.0,0.0,0.0,,0.0,,,216.0,210.0,223.6,214.6,,17.0,
Ryan Fitzpatrick,BUF,QB,28.0,13.0,13.0,255.0,441.0,3000.0,23.0,15.0,40.0,269.0,6.73,0.0,0.0,0.0,0.0,,0.0,,,209.0,201.0,225.9,215.9,,18.0,
Mark Sanchez,NYJ,QB,24.0,16.0,16.0,278.0,507.0,3291.0,17.0,13.0,30.0,105.0,3.5,3.0,0.0,0.0,0.0,,0.0,,1.0,204.0,195.0,218.6,208.1,,19.0,
Sam Bradford,STL,QB,23.0,16.0,16.0,354.0,590.0,3512.0,18.0,15.0,27.0,63.0,2.33,1.0,0.0,0.0,0.0,,0.0,,,195.0,188.0,209.3,202.8,,20.0,
Donovan McNabb,WAS,QB,34.0,13.0,13.0,275.0,472.0,3377.0,14.0,15.0,29.0,151.0,5.21,0.0,0.0,0.0,0.0,,0.0,,,176.0,166.0,192.2,181.2,,21.0,
Shaun Hill,DET,QB,30.0,11.0,10.0,257.0,416.0,2686.0,16.0,12.0,22.0,123.0,5.59,0.0,0.0,0.0,0.0,,0.0,,1.0,162.0,159.0,178.2,170.7,,22.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Campbell,OAK,QB,29.0,13.0,12.0,194.0,329.0,2387.0,13.0,8.0,47.0,222.0,4.72,1.0,0.0,0.0,0.0,,0.0,,,160.0,151.0,169.2,158.7,,23.0,
Chad Henne,MIA,QB,25.0,15.0,14.0,301.0,490.0,3301.0,15.0,19.0,35.0,52.0,1.49,0.0,0.0,0.0,0.0,,0.0,,,159.0,154.0,178.7,173.2,,25.0,
Jon Kitna,DAL,QB,38.0,10.0,9.0,209.0,318.0,2365.0,16.0,12.0,31.0,147.0,4.74,1.0,0.0,0.0,0.0,,0.0,,2.0,159.0,153.0,174.3,165.3,,24.0,
Matt Hasselbeck,SEA,QB,35.0,14.0,14.0,266.0,444.0,3001.0,12.0,17.0,23.0,60.0,2.61,3.0,0.0,0.0,0.0,,0.0,,,158.0,151.0,174.5,168.0,,26.0,
Alex Smith,SFO,QB,26.0,11.0,10.0,204.0,342.0,2370.0,14.0,10.0,18.0,60.0,3.33,0.0,0.0,0.0,0.0,,0.0,,1.0,139.0,135.0,149.8,144.8,,27.0,
Thomas Jones,KAN,RB,32.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,245.0,896.0,3.66,6.0,20.0,14.0,122.0,8.71,0.0,,,138.0,149.0,156.3,141.8,,25.0,
Felix Jones,DAL,RB,23.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,185.0,800.0,4.32,1.0,52.0,48.0,450.0,9.38,1.0,,,137.0,183.0,190.0,159.0,,26.0,
Michael Bush,OAK,RB,26.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,158.0,655.0,4.15,8.0,24.0,18.0,194.0,10.78,0.0,,,133.0,151.0,156.9,141.9,,27.0,
Brandon Jackson,GNB,RB,25.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,190.0,703.0,3.7,3.0,50.0,43.0,342.0,7.95,1.0,,,129.0,171.0,177.0,149.0,,29.0,
Danny Woodhead,2TM,RB,25.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,97.0,547.0,5.64,5.0,44.0,34.0,379.0,11.15,1.0,,,129.0,162.0,168.1,144.6,,28.0,
Ronnie Brown,MIA,RB,29.0,16.0,16.0,0.0,2.0,0.0,0.0,0.0,200.0,734.0,3.67,5.0,43.0,33.0,242.0,7.33,0.0,,,128.0,158.0,165.1,141.1,,30.0,
Marshawn Lynch,2TM,RB,24.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,202.0,737.0,3.65,6.0,26.0,22.0,145.0,6.59,0.0,,,124.0,142.0,150.2,131.2,,32.0,
Ryan Mathews,SDG,RB,23.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,158.0,678.0,4.29,7.0,26.0,22.0,145.0,6.59,0.0,,,124.0,141.0,149.8,130.3,,31.0,
Ryan Torain,WAS,RB,24.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,164.0,742.0,4.52,4.0,27.0,18.0,125.0,6.94,2.0,,,123.0,139.0,145.7,129.7,,33.0,
Tim Hightower,ARI,RB,24.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,153.0,736.0,4.81,5.0,42.0,21.0,136.0,6.48,0.0,,,117.0,133.0,141.7,122.7,,34.0,
Kerry Collins,TEN,QB,38.0,10.0,7.0,160.0,278.0,1823.0,14.0,8.0,10.0,1.0,0.1,0.0,0.0,0.0,0.0,,0.0,,1.0,115.0,110.0,123.5,118.0,,28.0,
Pierre Garcon,IND,WR,24.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,119.0,67.0,784.0,11.7,6.0,,,115.0,182.0,185.0,148.5,,31.0,
Austin Collie,IND,WR,25.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,71.0,58.0,649.0,11.19,8.0,,,113.0,170.0,173.4,140.9,,32.0,
Davone Bess,MIA,WR,25.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0,-1.5,0.0,125.0,79.0,820.0,10.38,5.0,,,112.0,188.0,192.2,148.2,,34.0,
Santonio Holmes,NYJ,WR,26.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,8.5,0.0,96.0,52.0,746.0,14.35,6.0,,,112.0,162.0,166.3,136.3,,33.0,
Michael Crabtree,SFO,WR,23.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,101.0,55.0,741.0,13.47,6.0,,,110.0,165.0,168.1,137.6,,35.0,
Malcom Floyd,SDG,WR,29.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,77.0,37.0,717.0,19.38,6.0,,,108.0,144.0,147.2,125.2,,36.0,
Nate Burleson,DET,WR,29.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,81.0,11.57,0.0,86.0,55.0,625.0,11.36,6.0,,,107.0,160.0,163.6,132.1,,38.0,
Brett Favre,MIN,QB,41.0,13.0,13.0,217.0,358.0,2509.0,11.0,19.0,17.0,8.0,0.47,0.0,0.0,0.0,0.0,,0.0,,,107.0,100.0,125.7,119.2,,29.0,
Chad Johnson,CIN,,32.0,14.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,126.0,67.0,831.0,12.4,4.0,,,107.0,174.0,177.1,140.6,,37.0,
Anthony Armstrong,WAS,WR,27.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,86.0,44.0,871.0,19.8,3.0,,,105.0,148.0,151.6,126.1,,40.0,
Jonathan Stewart,CAR,RB,23.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,178.0,770.0,4.33,2.0,14.0,8.0,103.0,12.88,1.0,,,105.0,109.0,117.3,105.3,,35.0,
Hines Ward,PIT,WR,34.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,0.0,95.0,59.0,755.0,12.8,5.0,,,105.0,163.0,166.8,133.8,,39.0,
Nate Washington,TEN,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.0,-8.0,0.0,94.0,42.0,687.0,16.36,6.0,,,104.0,146.0,148.9,124.9,,41.0,
Chris Ivory,NOR,RB,22.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,137.0,716.0,5.23,5.0,1.0,1.0,17.0,17.0,0.0,,,103.0,100.0,105.3,99.8,,36.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shonn Greene,NYJ,RB,25.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,185.0,766.0,4.14,2.0,24.0,16.0,120.0,7.5,0.0,,,101.0,114.0,121.1,105.6,,37.0,
Jabar Gaffney,DEN,WR,30.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,112.0,65.0,875.0,13.46,2.0,,,100.0,164.0,167.0,131.0,,42.0,
Tony Romo,DAL,QB,30.0,6.0,6.0,148.0,213.0,1605.0,11.0,7.0,6.0,38.0,6.33,0.0,0.0,0.0,11.0,,0.0,,,99.0,99.0,109.1,106.1,,30.0,
