Rk,Player,Team,Pos,Rec,Yds,Avg,Yds/G,Lng,TD,20+,40+,1st,1st%,FUM,YEAR
16,C.J. Fiedorowicz,HOU,TE,54,559,10.4,37.3,26T,4,5,0,30,55.6,1,2016
17,Antonio Gates,SD,TE,53,548,10.3,39.1,27,7,5,0,34,64.2,1,2016
18,Coby Fleener,NO,TE,50,631,12.6,39.4,50T,3,12,1,28,56.0,2,2016
18,Ryan Griffin,HOU,TE,50,442,8.8,27.6,45,2,4,1,19,38.0,1,2016
18,Lance Kendricks,LA,TE,50,499,10.0,31.2,44,2,7,1,22,44.0,1,2016
21,Will Tye,NYG,TE,48,395,8.2,24.7,27,1,3,0,16,33.3,0,2016
22,Zach Miller,CHI,TE,47,486,10.3,48.6,34,4,5,0,28,59.6,0,2016
23,Vernon Davis,WAS,TE,44,583,13.3,36.4,44,2,11,1,22,50.0,0,2016
24,Jesse James,PIT,TE,39,338,8.7,21.1,24,3,2,0,20,51.3,0,2016
25,Trey Burton,PHI,TE,37,327,8.8,21.8,32,1,1,0,20,54.1,0,2016
25,Jermaine Gresham,ARI,TE,37,391,10.6,24.4,34,2,4,0,19,51.4,1,2016
27,Hunter Henry,SD,TE,36,478,13.3,31.9,59,8,7,1,30,83.3,1,2016
28,Dwayne Allen,IND,TE,35,406,11.6,29.0,23T,6,4,0,25,71.4,1,2016
29,Clive Walford,OAK,TE,33,359,10.9,23.9,31T,3,3,0,19,57.6,0,2016
30,Jared Cook,GB,TE,30,377,12.6,37.7,47,1,6,1,19,63.3,1,2016
30,Richard Rodgers,GB,TE,30,271,9.0,16.9,22,2,2,0,14,46.7,0,2016
30,Julius Thomas,JAX,TE,30,281,9.4,31.2,24,4,3,0,15,50.0,0,2016
33,Garrett Celek,SF,TE,29,350,12.1,21.9,31,3,4,0,20,69.0,2,2016
33,Tyler Eifert,CIN,TE,29,394,13.6,49.2,71,5,6,1,23,79.3,0,2016
35,Dion Sims,MIA,TE,26,256,9.8,18.3,28,4,4,0,14,53.8,0,2016
36,Rob Gronkowski,NE,TE,25,540,21.6,67.5,53T,3,12,1,19,76.0,0,2016
36,C.J. Uzomah,CIN,TE,25,234,9.4,23.4,54,1,2,1,14,56.0,0,2016
38,Vance McDonald,SF,TE,24,391,16.3,35.5,75T,4,6,2,13,54.2,0,2016
39,Virgil Green,DEN,TE,22,237,10.8,19.8,31,1,2,0,13,59.1,0,2016
39,Jacob Tamme,ATL,TE,22,210,9.5,26.2,19,3,0,0,13,59.1,0,2016
41,Marcedes Lewis,JAX,TE,20,169,8.4,16.9,37,1,1,0,9,45.0,0,2016
42,Austin Hooper,ATL,TE,19,271,14.3,19.4,44,3,4,2,16,84.2,0,2016
42,Ben Koyack,JAX,TE,19,161,8.5,11.5,17,1,0,0,10,52.6,0,2016
44,Ladarius Green,PIT,TE,18,304,16.9,50.7,37,1,7,0,12,66.7,0,2016
44,Mychal Rivera,OAK,TE,18,192,10.7,14.8,27,1,3,0,11,61.1,0,2016
46,Demetrius Harris,KC,TE,17,123,7.2,7.7,13,1,0,0,9,52.9,1,2016
47,Jerell Adams,NYG,TE,16,122,7.6,9.4,14,1,0,0,8,50.0,1,2016
47,Daniel Brown,CHI,TE,16,124,7.8,20.7,12,1,0,0,8,50.0,0,2016
47,A.J. Derby,DEN,TE,16,160,10.0,26.7,17,0,0,0,7,43.8,1,2016
50,Larry Donnell,NYG,TE,15,92,6.1,6.6,15T,1,0,0,3,20.0,1,2016
1,Travis Kelce,KC,TE,83,"1,038",12.5,69.2,44,8,19,1,55,66.3,0,2017
2,Jack Doyle,IND,TE,80,690,8.6,46.0,26,4,4,0,34,42.5,2,2017
3,Zach Ertz,PHI,TE,74,824,11.1,58.9,53,8,7,2,46,62.2,1,2017
3,Delanie Walker,TEN,TE,74,807,10.9,50.4,42,3,9,1,43,58.1,2,2017
5,Rob Gronkowski,NE,TE,69,"1,084",15.7,77.4,53T,8,18,2,57,82.6,1,2017
6,Evan Engram,NYG,TE,64,722,11.3,48.1,35,6,11,0,37,57.8,0,2017
7,Jason Witten,DAL,TE,63,560,8.9,35.0,28T,5,3,0,26,41.3,1,2017
8,Benjamin Watson,BAL,TE,61,522,8.6,32.6,33T,4,5,0,30,49.2,1,2017
9,Jimmy Graham,SEA,TE,57,520,9.1,32.5,33,10,8,0,32,56.1,0,2017
9,Kyle Rudolph,MIN,TE,57,532,9.3,33.2,34,8,4,0,32,56.1,0,2017
11,Jared Cook,OAK,TE,54,688,12.7,43.0,35,2,10,0,35,64.8,1,2017
12,Eric Ebron,DET,TE,53,574,10.8,35.9,44,4,6,1,30,56.6,1,2017
13,Austin Seferian-Jenkins,NYJ,TE,50,357,7.1,27.5,28,3,2,0,18,36.0,1,2017
14,Charles Clay,BUF,TE,49,558,11.4,42.9,44,2,7,1,29,59.2,1,2017
14,Austin Hooper,ATL,TE,49,526,10.7,32.9,88T,3,5,2,18,36.7,0,2017
16,Cameron Brate,TB,TE,48,591,12.3,36.9,35,6,5,0,33,68.8,0,2017
17,Hunter Henry,LAC,TE,45,579,12.9,41.4,34,4,8,0,32,71.1,0,2017
18,Vernon Davis,WAS,TE,43,648,15.1,40.5,69,3,11,2,23,53.5,2,2017
18,Jesse James,PIT,TE,43,372,8.7,23.2,32,3,1,0,20,46.5,0,2017
18,George Kittle,SF,TE,43,515,12.0,34.3,44,2,8,1,22,51.2,0,2017
21,Tyler Kroft,CIN,TE,42,404,9.6,25.2,59,7,4,1,23,54.8,0,2017
22,Julius Thomas,MIA,TE,41,388,9.5,27.7,27,3,4,0,18,43.9,1,2017
23,Seth DeValve,CLE,TE,33,395,12.0,24.7,49,1,7,1,18,54.5,1,2017
23,Jermaine Gresham,ARI,TE,33,322,9.8,23.0,21,2,3,0,17,51.5,0,2017
25,David Njoku,CLE,TE,32,386,12.1,24.1,34,4,8,0,17,53.1,0,2017
26,Ed Dickson,CAR,TE,30,437,14.6,27.3,64,1,7,2,22,73.3,0,2017
26,Antonio Gates,LAC,TE,30,316,10.5,19.8,27,3,3,0,16,53.3,0,2017
28,Nick Boyle,BAL,TE,28,203,7.3,13.5,16,0,0,0,11,39.3,0,2017
29,Jordan Reed,WAS,TE,27,211,7.8,35.2,20,2,1,0,10,37.0,1,2017
30,O.J. Howard,TB,TE,26,432,16.6,30.9,58T,6,9,1,19,73.1,3,2017
31,Stephen Anderson,HOU,TE,25,342,13.7,22.8,42,1,5,1,17,68.0,0,2017
31,Tyler Higbee,LA,TE,25,295,11.8,18.4,38,1,5,0,12,48.0,0,2017
33,Rhett Ellison,NYG,TE,24,235,9.8,14.7,27,2,1,0,13,54.2,0,2017
33,Marcedes Lewis,JAX,TE,24,318,13.3,19.9,37,5,5,0,18,75.0,0,2017
35,Trey Burton,PHI,TE,23,248,10.8,16.5,27T,5,2,0,14,60.9,0,2017
36,Coby Fleener,NO,TE,22,295,13.4,26.8,33,2,7,0,13,59.1,0,2017
36,Nick O'Leary,BUF,TE,22,322,14.6,21.5,32,2,7,0,14,63.6,1,2017
38,Garrett Celek,SF,TE,21,336,16.0,21.0,61,4,6,3,15,71.4,0,2017
39,Zach Miller,CHI,TE,20,236,11.8,29.5,29,2,4,0,10,50.0,0,2017
40,Demetrius Harris,KC,TE,18,224,12.4,14.0,51,1,3,1,11,61.1,0,2017
40,Lance Kendricks,GB,TE,18,203,11.3,12.7,51,1,3,1,8,44.4,0,2017
40,Jonnu Smith,TEN,TE,18,157,8.7,9.8,32T,2,2,0,5,27.8,0,2017
43,Darren Fells,DET,TE,17,177,10.4,11.1,23,3,3,0,12,70.6,0,2017
43,Greg Olsen,CAR,TE,17,191,11.2,27.3,30T,1,2,0,13,76.5,0,2017
45,Gerald Everett,LA,TE,16,244,15.3,15.2,69,2,4,2,7,43.8,1,2017
45,Josh Hill,NO,TE,16,125,7.8,7.8,22,1,1,0,4,25.0,2,2017
47,Dion Sims,CHI,TE,15,180,12.0,12.9,27T,1,3,0,9,60.0,0,2017
47,Maxx Williams,BAL,TE,15,86,5.7,7.8,17,1,0,0,6,40.0,1,2017
47,Luke Willson,SEA,TE,15,153,10.2,9.6,27T,4,2,0,8,53.3,0,2017
50,C.J. Fiedorowicz,HOU,TE,14,127,9.1,25.4,15,0,0,0,7,50.0,0,2017
